Project,Region,Year,SurveyDate,Location,MPA_Group,Type,Designation,Site,Dive,Line,Transect_ID,Habitat_Type,Lat,Lon,Depth (m),Cumulative_Dist (m),Cumulative_Area (m2),TC,Sec,Taxserial,CommonName,SpeciesName,Count,Unusable_Data,Field2
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1300,CCMPA 2008_430_1300,Hard,36.57211708,-121.9941988,82.4,463.62,920.77,15:39:33,278091573,57,UI branched sponge,Unidentified Porifera (branched),1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1300,CCMPA 2008_430_1300,Hard,36.57211708,-121.9941988,82.4,463.62,920.77,15:39:33,278091573,719219,Short red gorgonian,Swiftia spauldingi,3,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1300,CCMPA 2008_430_1300,Hard,36.57218984,-121.9941972,86.5,471.69,944.18,15:39:46,278091586,719219,Short red gorgonian,Swiftia spauldingi,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1300,CCMPA 2008_430_1300,Hard,36.57233232,-121.9942589,82.6,488.39,985.4,15:40:08,278091608,719219,Short red gorgonian,Swiftia spauldingi,2,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1300,CCMPA 2008_430_1300,Hard,36.57235844,-121.9942653,82,491.32,988.8,15:40:13,278091613,67,UI lobed sponge/tunicate,Unidentified Porifera or Bryozoa,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1300,CCMPA 2008_430_1300,Hard,36.57237158,-121.9942696,81.3,492.8,991.5,15:40:17,278091617,67,UI lobed sponge/tunicate,Unidentified Porifera or Bryozoa,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1300,CCMPA 2008_430_1300,Hard,36.57237158,-121.9942696,81.3,492.8,991.5,15:40:17,278091617,719219,Short red gorgonian,Swiftia spauldingi,3,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1300,CCMPA 2008_430_1300,Hard,36.5723834,-121.994275,80.6,494.18,994.94,15:40:20,278091620,67,UI lobed sponge/tunicate,Unidentified Porifera or Bryozoa,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1300,CCMPA 2008_430_1300,Hard,36.57239652,-121.9942756,78.3,0,0,15:40:23,278091623,67,UI lobed sponge/tunicate,Unidentified Porifera or Bryozoa,1,X,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57238389,-121.9939835,77.7,11.86,28.24,15:44:46,278091886,719222,Red gorgonian,Leptogorgia chilensis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57237629,-121.9939834,77,12.69,29.04,15:44:48,278091888,157133,Bat star,Patiria miniata,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57237629,-121.9939834,77,12.69,29.04,15:44:48,278091888,719222,Red gorgonian,Leptogorgia chilensis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57236853,-121.9939843,77.2,0,0,15:44:50,278091890,719222,Red gorgonian,Leptogorgia chilensis,2,X,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57232009,-121.9940131,81.6,0,0,15:45:32,278091932,157011,Red sea star,Mediaster aequalis,1,X,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57219146,-121.993954,80.8,17.25,38.92,15:45:59,278091959,157011,Red sea star,Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57218069,-121.9939507,80.8,18.48,40.42,15:46:01,278091961,719222,Red gorgonian,Leptogorgia chilensis,3,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57218069,-121.9939507,80.8,18.48,40.42,15:46:01,278091961,203,Bat star/red sea star complex,Patiria miniata or Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57217486,-121.9939465,80.7,19.22,41.11,15:46:02,278091962,719222,Red gorgonian,Leptogorgia chilensis,3,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57216855,-121.993943,81,0,0,15:46:03,278091963,719222,Red gorgonian,Leptogorgia chilensis,3,X,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.5721623,-121.9939409,81.3,0,0,15:46:04,278091964,719222,Red gorgonian,Leptogorgia chilensis,3,X,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.5721574,-121.993939,81.5,0,0,15:46:05,278091965,719222,Red gorgonian,Leptogorgia chilensis,3,X,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57215338,-121.9939377,80.6,0,0,15:46:06,278091966,719222,Red gorgonian,Leptogorgia chilensis,3,X,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57214904,-121.9939365,80.7,0,0,15:46:07,278091967,719222,Red gorgonian,Leptogorgia chilensis,3,X,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57206766,-121.9939,78.5,24.07,50.55,15:46:27,278091987,719222,Red gorgonian,Leptogorgia chilensis,6,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57204629,-121.9938713,77,27.57,58.23,15:46:36,278091996,719222,Red gorgonian,Leptogorgia chilensis,2,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57203961,-121.9938557,76.3,29.14,61.49,15:46:39,278091999,719222,Red gorgonian,Leptogorgia chilensis,4,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57203516,-121.9938404,76.5,30.57,64.65,15:46:43,278092003,719222,Red gorgonian,Leptogorgia chilensis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57203314,-121.9938362,76.1,31,65.61,15:46:44,278092004,719222,Red gorgonian,Leptogorgia chilensis,3,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.5720237,-121.9938144,76.15,33.23,70.54,15:46:48,278092008,203,Bat star/red sea star complex,Patiria miniata or Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.5720237,-121.9938144,76.15,33.23,70.54,15:46:48,278092008,67,UI lobed sponge/tunicate,Unidentified Porifera or Bryozoa,4,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57201552,-121.9937856,74.7,35.94,75.93,15:46:52,278092012,67,UI lobed sponge/tunicate,Unidentified Porifera or Bryozoa,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57200926,-121.9937641,74.8,37.98,80.84,15:46:55,278092015,719222,Red gorgonian,Leptogorgia chilensis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57200718,-121.9937569,74.2,38.66,82.57,15:46:56,278092016,67,UI lobed sponge/tunicate,Unidentified Porifera or Bryozoa,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57197796,-121.993653,74.1,48.59,107.99,15:47:14,278092034,67,UI lobed sponge/tunicate,Unidentified Porifera or Bryozoa,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57197008,-121.9936464,73.4,0,0,15:47:17,278092037,67,UI lobed sponge/tunicate,Unidentified Porifera or Bryozoa,2,X,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57190823,-121.9936523,75.1,51.53,114.63,15:47:33,278092053,97,UI sea star,Unidentified Asteroidea,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57154908,-121.993604,79,0,0,15:49:38,278092178,67,UI lobed sponge/tunicate,Unidentified Porifera or Bryozoa,4,X,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57143716,-121.9936699,81.9,63.6,138.26,15:50:12,278092212,719222,Red gorgonian,Leptogorgia chilensis,3,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57143716,-121.9936699,81.9,63.6,138.26,15:50:12,278092212,203,Bat star/red sea star complex,Patiria miniata or Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57142794,-121.9936753,81.3,64.71,139.63,15:50:15,278092215,719222,Red gorgonian,Leptogorgia chilensis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.5714247,-121.9936766,81.2,65.08,140.31,15:50:16,278092216,719222,Red gorgonian,Leptogorgia chilensis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.5714218,-121.9936776,80.9,65.41,141.02,15:50:17,278092217,157011,Red sea star,Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57141165,-121.9936774,80.9,66.53,142.27,15:50:19,278092219,157152,UI Henricia,Unidentified Henricia sp.,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57141165,-121.9936774,80.9,66.53,142.27,15:50:19,278092219,719222,Red gorgonian,Leptogorgia chilensis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57139878,-121.9936746,80.7,67.97,143.9,15:50:21,278092221,719222,Red gorgonian,Leptogorgia chilensis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57136985,-121.9936709,79.9,71.17,149.02,15:50:26,278092226,719222,Red gorgonian,Leptogorgia chilensis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57135313,-121.9936653,79.3,73.08,151.09,15:50:29,278092229,203,Bat star/red sea star complex,Patiria miniata or Mediaster aequalis,2,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.5713419,-121.993663,78.7,74.34,152.27,15:50:31,278092231,719222,Red gorgonian,Leptogorgia chilensis,2.5,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57133639,-121.9936614,79.1,74.96,154.09,15:50:32,278092232,719222,Red gorgonian,Leptogorgia chilensis,2.5,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57133136,-121.9936585,79.4,75.57,155.68,15:50:33,278092233,719222,Red gorgonian,Leptogorgia chilensis,2.5,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57132679,-121.9936544,79,76.19,156.97,15:50:34,278092234,719222,Red gorgonian,Leptogorgia chilensis,2.5,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57132159,-121.9936511,78.6,76.83,158.23,15:50:35,278092235,157011,Red sea star,Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57132159,-121.9936511,78.6,76.83,158.23,15:50:35,278092235,157152,UI Henricia,Unidentified Henricia sp.,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57130538,-121.993642,79.2,0,0,15:50:38,278092238,67,UI lobed sponge/tunicate,Unidentified Porifera or Bryozoa,1,X,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57129995,-121.9936356,79.5,0,0,15:50:40,278092240,719222,Red gorgonian,Leptogorgia chilensis,1,X,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57129995,-121.9936356,79.5,0,0,15:50:40,278092240,97,UI sea star,Unidentified Asteroidea,1,X,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57126703,-121.9936022,80,80.59,164.71,15:50:54,278092254,67,UI lobed sponge/tunicate,Unidentified Porifera or Bryozoa,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.5711979,-121.9934139,82.9,88.7,176.27,15:51:33,278092293,719222,Red gorgonian,Leptogorgia chilensis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard_Mixed,36.57095671,-121.993433,90.2,101.94,206.07,15:52:31,278092351,203,Bat star/red sea star complex,Patiria miniata or Mediaster aequalis,2,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57090703,-121.9935464,80.2,113.11,228.24,15:53:11,278092391,719222,Red gorgonian,Leptogorgia chilensis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57089286,-121.9935376,78.5,114.87,230.23,15:53:15,278092395,719222,Red gorgonian,Leptogorgia chilensis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57088873,-121.9935347,78.5,115.39,231.69,15:53:16,278092396,719222,Red gorgonian,Leptogorgia chilensis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57086172,-121.9935087,76.4,119.2,239.49,15:53:22,278092402,67,UI lobed sponge/tunicate,Unidentified Porifera or Bryozoa,3,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57085107,-121.9934933,76.1,121,242.15,15:53:25,278092405,67,UI lobed sponge/tunicate,Unidentified Porifera or Bryozoa,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57084319,-121.9934844,75.1,122.17,244.53,15:53:27,278092407,67,UI lobed sponge/tunicate,Unidentified Porifera or Bryozoa,2,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57081015,-121.9934545,77.2,126.78,256.21,15:53:35,278092415,719222,Red gorgonian,Leptogorgia chilensis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57080461,-121.9934538,78.3,127.39,257.76,15:53:36,278092416,67,UI lobed sponge/tunicate,Unidentified Porifera or Bryozoa,4,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57072596,-121.993462,82.2,128.63,261.52,15:53:50,278092430,719222,Red gorgonian,Leptogorgia chilensis,2,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57054736,-121.9932693,86.5,133.98,273.2,15:54:46,278092486,157152,UI Henricia,Unidentified Henricia sp.,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57051802,-121.9932705,85.2,137.24,279.68,15:54:52,278092492,203,Bat star/red sea star complex,Patiria miniata or Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57051318,-121.9932696,85,137.78,280.67,15:54:53,278092493,203,Bat star/red sea star complex,Patiria miniata or Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57050788,-121.9932691,84.7,138.37,281.37,15:54:54,278092494,719222,Red gorgonian,Leptogorgia chilensis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57049579,-121.9932674,83.7,139.7,283.11,15:54:56,278092496,157152,UI Henricia,Unidentified Henricia sp.,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57044066,-121.9932552,84.3,145.9,294.31,15:55:04,278092504,157152,UI Henricia,Unidentified Henricia sp.,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.57029245,-121.9933456,86.9,164.98,339.5,15:55:28,278092528,57,UI branched sponge,Unidentified Porifera (branched),2,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Soft,36.57014823,-121.9931958,88.5,178.62,370.54,15:56:29,278092589,203,Bat star/red sea star complex,Patiria miniata or Mediaster aequalis,2,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Soft,36.57005491,-121.9929178,90,200.75,422.39,15:57:06,278092626,203,Bat star/red sea star complex,Patiria miniata or Mediaster aequalis,3,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Soft,36.57005455,-121.9928893,89.4,203.29,427.01,15:57:09,278092629,203,Bat star/red sea star complex,Patiria miniata or Mediaster aequalis,2,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Soft,36.57005114,-121.9928726,88.7,204.82,431.27,15:57:11,278092631,203,Bat star/red sea star complex,Patiria miniata or Mediaster aequalis,2,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard_Mixed,36.5698458,-121.9928464,91.3,217.12,460.62,15:57:56,278092676,157011,Red sea star,Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.5698369,-121.9928505,91.2,218.17,462.54,15:57:59,278092679,157133,Bat star,Patiria miniata,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Soft,36.56977685,-121.9928764,91.7,225.22,480.78,15:58:20,278092700,157011,Red sea star,Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Soft,36.56973417,-121.9928738,92.6,230.13,489.44,15:58:33,278092713,203,Bat star/red sea star complex,Patiria miniata or Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Soft,36.5696915,-121.9928972,92.9,235.35,501.19,15:58:42,278092722,203,Bat star/red sea star complex,Patiria miniata or Mediaster aequalis,4,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Soft,36.56968408,-121.992904,91.3,236.37,503.51,15:58:44,278092724,203,Bat star/red sea star complex,Patiria miniata or Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Soft,36.56967434,-121.9929126,88.4,237.68,506.65,15:58:46,278092726,203,Bat star/red sea star complex,Patiria miniata or Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Soft,36.56964967,-121.9929259,93.2,240.65,513.59,15:58:55,278092735,203,Bat star/red sea star complex,Patiria miniata or Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,430,1270,CCMPA 2008_430_1270,Hard,36.56954971,-121.9929237,92.3,252.7,540.42,15:59:28,278092768,157011,Red sea star,Mediaster aequalis,1,,
